itemid,label,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,abbreviation
222042,Nicardipine,inputevents,Medications,mg,Solution,,,Nicardipine
227522,KCL (Bolus),inputevents,Medications,mL,Solution,,,KCL (Bolus)
221456,Calcium Gluconate,inputevents,Medications,grams,Solution,,,Calcium Gluconate
221668,Midazolam (Versed),inputevents,Medications,mg,Solution,,,Midazolam (Versed)
227529,ACD-A Citrate (1000ml),inputevents,Medications,mL,Solution,,,ACD-A Citrate (1000ml)
221393,Atropine,inputevents,Medications,mg,Solution,,,Atropine
221662,Dopamine,inputevents,Medications,mg,Solution,,,Dopamine
225974,Metoprolol,inputevents,Medications,mg,Solution,,,Metoprolol
221653,Dobutamine,inputevents,Medications,mg,Solution,,,Dobutamine
225152,Heparin Sodium,inputevents,Medications,units,Solution,,,Heparin Sodium
228315,Acetaminophen-IV,inputevents,Medications,mg,Solution,,,Acetaminophen-IV
228317,Calcium Gluconate (Bolus)_OLD_1,inputevents,Medications,mL,Solution,,,Calcium Gluconate (Bolus)_OLD_1
230034,Amiodarone 150/100,inputevents,Medications,mg,Solution,,,Amiodarone 150/100
223262,Insulin - Humalog,inputevents,Medications,units,Solution,,,Insulin - Humalog
227531,Mannitol,inputevents,Medications,grams,Solution,,,Mannitol
229654,Amiodarone 450/250,inputevents,Medications,mg,Solution,,,Amiodarone 450/250
223258,Insulin - Regular,inputevents,Medications,units,Solution,,,Insulin - Regular
225147,Argatroban,inputevents,Medications,mg,Solution,,,Argatroban
227525,Calcium Gluconate (CRRT),inputevents,Medications,grams,Solution,,,Calcium Gluconate (CRRT)
221712,Ketamine,inputevents,Medications,mg,Solution,,,Ketamine
221828,Hydralazine,inputevents,Medications,mg,Solution,,,Hydralazine
221289,Epinephrine,inputevents,Medications,mg,Solution,,,Epinephrine
225972,Fentanyl (Push),inputevents,Medications,mcg,Solution,,,Fentanyl (Push)
229072,Ketorolac (Toradol),inputevents,Medications,mg,Solution,,,Ketorolac (Toradol)
229861,Sodium Acetate.,inputevents,Medications,mEq,Solution,,,Sodium Acetate.
229709,Angiotensin II (Giapreza),inputevents,Medications,mg,Solution,,,Angiotensin II (Giapreza)
225973,Meperidine (Demerol),inputevents,Medications,mg,Solution,,,Meperidine (Demerol)
227528,ACD-A Citrate (500ml),inputevents,Medications,mL,Solution,,,ACD-A Citrate (500ml)
225910,Pantoprazole (Protonix),inputevents,Medications,dose,Solution,,,Pantoprazole (Protonix)
228340,Furosemide (Lasix) 250/50,inputevents,Medications,mg,Solution,,,Furosemide (Lasix) 250/50
225148,Bivalirudin (Angiomax),inputevents,Medications,mg,Solution,,,Bivalirudin (Angiomax)
225151,Eptifibatide (Integrilin),inputevents,Medications,mg,Solution,,,Eptifibatide (Integrilin)
225153,Labetalol,inputevents,Medications,mg,Solution,,,Labetalol
225835,Na Phos,inputevents,Medications,mmol,Solution,,,Na Phos
223257,Insulin - 70/30,inputevents,Medications,units,Solution,,,Insulin - 70/30
227690,Fosphenytoin,inputevents,Medications,mg,Solution,,,Fosphenytoin
229624,Nicardipine 40mg/200,inputevents,Medications,mg,Solution,,,Nicardipine 40mg/200
221824,Haloperidol (Haldol),inputevents,Medications,mg,Solution,,,Haloperidol (Haldol)
227526,Citrate,inputevents,Medications,mmol,Solution,,,Citrate
227534,Cyclosporine,inputevents,Medications,mg,Solution,,,Cyclosporine
229764,Angiotensin II (Giapreza),inputevents,Medications,ng,Solution,,,Angiotensin II (Giapreza)
222021,Naloxone (Narcan),inputevents,Medications,mg,Solution,,,Naloxone (Narcan)
227520,Methadone Hydrochloride,inputevents,Medications,mg,Solution,,,Methadone Hydrochloride
229062,Mycophenolate mofetil (Cellcept),inputevents,Medications,mg,Solution,,,Mycophenolate mofetil (Cellcept)
229071,Neostigmine (Prostigmin),inputevents,Medications,mg,Solution,,,Neostigmine (Prostigmin)
229618,Calcium Chloride,inputevents,Medications,mg,Solution,,,Calcium Chloride
221689,Drotrecogin (Xigris),inputevents,Medications,mg,Solution,,,Drotrecogin (Xigris)
221833,Hydromorphone (Dilaudid),inputevents,Medications,mg,Solution,,,Hydromorphone (Dilaudid)
222168,Propofol,inputevents,Medications,mg,Solution,,,Propofol
229066,Treprostinil (Remodulin),inputevents,Medications,mg,Solution,,,Treprostinil (Remodulin)
221385,Lorazepam (Ativan),inputevents,Medications,mg,Solution,,,Lorazepam (Ativan)
228339,Amiodarone 600/500,inputevents,Medications,mg,Solution,,,Amiodarone 600/500
230044,Heparin Sodium (CRRT-Prefilter),inputevents,Medications,units,Solution,,,Heparin Sodium (CRRT-Prefilter)
221744,Fentanyl,inputevents,Medications,mg,Solution,,,Fentanyl
225945,Lidocaine,inputevents,Medications,mg,Solution,,,Lidocaine
229760,Epoprostenol (Veletri),inputevents,Medications,ng,Solution,,,Epoprostenol (Veletri)
225834,K Phos,inputevents,Medications,mmol,Solution,,,K Phos
229058,Aminocaproic acid (Amicar),inputevents,Medications,grams,Solution,,,Aminocaproic acid (Amicar)
229233,Rocuronium,inputevents,Medications,mg,Solution,,,Rocuronium
229632,Phenylephrine (200/250),inputevents,Medications,mg,Solution,,,Phenylephrine (200/250)
225150,Dexmedetomidine (Precedex),inputevents,Medications,mcg,Solution,,,Dexmedetomidine (Precedex)
227692,Isuprel,inputevents,Medications,mg,Solution,,,Isuprel
221794,Furosemide (Lasix),inputevents,Medications,mg,Solution,,,Furosemide (Lasix)
225832,Folic Acid,inputevents,Medications,mg,Solution,,,Folic Acid
221429,Esmolol,inputevents,Medications,mg,Solution,,,Esmolol
229781,Bivalirudin (Angiomax) (Impella),inputevents,Medications,mg,Solution,,,Bivalirudin (Angiomax) (Impella)
221347,Amiodarone,inputevents,Medications,mg,Solution,,,Amiodarone
225913,Coumadin (Warfarin),inputevents,Medications,dose,Solution,,,Coumadin (Warfarin)
225975,Heparin Sodium (Prophylaxis),inputevents,Medications,dose,Solution,,,Heparin Sodium (Prophylaxis)
229617,Epinephrine.,inputevents,Medications,mg,Solution,,,Epinephrine.
221555,Cisatracurium,inputevents,Medications,mg,Solution,,,Cisatracurium
221749,Phenylephrine,inputevents,Medications,mg,Solution,,,Phenylephrine
225157,Tirofiban (Aggrastat),inputevents,Medications,mg,Solution,,,Tirofiban (Aggrastat)
221319,Alteplase (TPA),inputevents,Medications,mg,Solution,,,Alteplase (TPA)
227523,Magnesium Sulfate (Bolus),inputevents,Medications,mL,Solution,,,Magnesium Sulfate (Bolus)
222037,Nesiritide,inputevents,Medications,mg,Solution,,,Nesiritide
225166,Potassium Chloride,inputevents,Medications,mEq,Solution,,,Potassium Chloride - KCL
229616,Ondansetron (Zofran),inputevents,Medications,dose,Solution,,,Ondansetron (Zofran)
229640,Calcium Gluconate (Bolus),inputevents,Medications,mL,Solution,,,Calcium Gluconate (Bolus)
227536,KCl (CRRT),inputevents,Medications,mEq.,Solution,,,KCl (CRRT)
222318,Verapamil,inputevents,Medications,mg,Solution,,,Verapamil
227535,Vitamin K (Phytonadione),inputevents,Medications,mg,Solution,,,Vitamin K (Phytonadione)
228316,Levetiracetam (Keppra),inputevents,Medications,mg,Solution,,,Levetiracetam (Keppra)
225154,Morphine Sulfate,inputevents,Medications,mg,Solution,,,Morphine Sulfate
229068,Protamine sulfate,inputevents,Medications,mg,Solution,,,Protamine sulfate
229630,Phenylephrine (50/250),inputevents,Medications,mg,Solution,,,Phenylephrine (50/250)
225162,Prismasate K2,inputevents,Fluids/Intake,mL,Solution,,,Prismasate K2
225161,NaCl 3% (Hypertonic Saline),inputevents,Fluids/Intake,mL,Solution,,,NaCl 3% (Hypertonic Saline)
228341,NaCl 23.4%,inputevents,Fluids/Intake,mL,Solution,,,NaCl 23.4%
225828,LR,inputevents,Fluids/Intake,mL,Solution,,,LR
225830,Multivitamins,inputevents,Fluids/Intake,mL,Solution,,,Multivitamins
226089,Piggyback,inputevents,Fluids/Intake,mL,Solution,,,Piggyback
225165,Bicarbonate Base,inputevents,Fluids/Intake,mL,Solution,,,Bicarbonate Base
225825,D5NS,inputevents,Fluids/Intake,mL,Solution,,,D5NS
226364,OR Crystalloid Intake,inputevents,Fluids/Intake,mL,Solution,,,OR Crystalloid Intake
226401,GU Irrigant - Normal Saline,inputevents,Fluids/Intake,mL,Solution,,,GU Irrigant - Normal Saline
226403,GU Irrigant - Amphotericin B,inputevents,Fluids/Intake,mL,Solution,,,GU Irrigant - Amphotericin B
225164,Trisodium Citrate 0.4%,inputevents,Fluids/Intake,mL,Solution,,,Trisodium Citrate 0.4%
226452,PO Intake,inputevents,Fluids/Intake,mL,Solution,,,PO Intake
225943,Solution,inputevents,Fluids/Intake,mL,Solution,,,Solution
226361,Pre-Admission/Non-ICU Intake,inputevents,Fluids/Intake,mL,Solution,,,Pre-Admission/Non-ICU Intake
227533,Sodium Bicarbonate 8.4% (Amp),inputevents,Fluids/Intake,mL,Solution,,,Sodium Bicarbonate 8.4% (Amp)
225944,Sterile Water,inputevents,Fluids/Intake,mL,Solution,,,Sterile Water
226377,PACU PO Intake,inputevents,Fluids/Intake,mL,Solution,,,PACU PO Intake
228140,Dextrose 20%,inputevents,Fluids/Intake,mL,Solution,,,Dextrose 20%
225827,D5LR,inputevents,Fluids/Intake,mL,Solution,,,D5LR
225797,Free Water,inputevents,Fluids/Intake,mL,Solution,,,Free Water
220949,Dextrose 5%,inputevents,Fluids/Intake,mL,Solution,,,Dextrose 5%
225159,NaCl 0.45%,inputevents,Fluids/Intake,mL,Solution,,,NaCl 0.45%
225823,D5 1/2NS,inputevents,Fluids/Intake,mL,Solution,,,D5 1/2NS
226363,Cath Lab Intake,inputevents,Fluids/Intake,mL,Solution,,,Cath Lab Intake
220950,Dextrose 10%,inputevents,Fluids/Intake,mL,Solution,,,Dextrose 10%
228141,Dextrose 30%,inputevents,Fluids/Intake,mL,Solution,,,Dextrose 30%
225163,Prismasate K4,inputevents,Fluids/Intake,mL,Solution,,,Prismasate K4
226362,ZGastric/TF Residual Intake,inputevents,Fluids/Intake,mL,Solution,,,ZGastric/TF Residual Intake
226453,GT Flush,inputevents,Fluids/Intake,mL,Solution,,,GT Flush
220952,Dextrose 50%,inputevents,Fluids/Intake,mL,Solution,,,Dextrose 50%
225941,D5 1/4NS,inputevents,Fluids/Intake,mL,Solution,,,D5 1/4NS
226402,GU Irrigant - Sterile Water,inputevents,Fluids/Intake,mL,Solution,,,GU Irrigant - Sterile Water
228142,Dextrose 40%,inputevents,Fluids/Intake,mL,Solution,,,Dextrose 40%
225158,NaCl 0.9%,inputevents,Fluids/Intake,mL,Solution,,,NaCl 0.9%
225799,Gastric Meds,inputevents,Fluids/Intake,mL,Solution,,,Gastric Meds
226375,PACU Crystalloid Intake,inputevents,Fluids/Intake,mL,Solution,,,PACU Crystalloid Intake
228349,Nepro (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nepro (1/4)
226048,Replete with Fiber (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Replete with Fiber (1/4)
226058,Vivonex (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Vivonex (3/4)
227979,Boost Glucose Control (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Boost Glucose Control (Full)
226017,Nutren 2.0 (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren 2.0 (2/3)
227695,Fibersource HN (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Fibersource HN (Full)
227978,Boost Glucose Control (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Boost Glucose Control (3/4)
226026,Impact with Fiber (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Impact with Fiber (3/4)
225930,Peptamen 1.5 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen 1.5 (Full)
226047,Replete (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Replete (1/2)
226879,Ensure Plus (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure Plus (1/2)
228351,Nepro (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Nepro (Full)
226029,Nutren Renal (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Renal (2/3)
227696,Fibersource HN (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Fibersource HN (3/4)
227698,Fibersource HN (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Fibersource HN (1/2)
229296,Vital High Protein (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Vital High Protein (Full)
229297,Osmolite 1.5 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Osmolite 1.5 (Full)
226018,Nutren 2.0 (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren 2.0 (3/4)
226043,ProBalance (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,ProBalance (1/2)
228352,Enlive (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Enlive (1/2)
227976,Boost Glucose Control (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Boost Glucose Control (1/4)
228365,Two Cal HN (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Two Cal HN (1/4)
225928,Impact with Fiber (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Impact with Fiber (Full)
226028,Nutren Renal (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Renal (1/4)
227974,NovaSource Renal (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,NovaSource Renal (3/4)
228357,Glucerna (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Glucerna (1/4)
226022,Impact (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Impact (3/4)
226056,Vivonex (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Vivonex (1/4)
225970,Beneprotein,inputevents,Nutrition - Enteral,grams,Solution,,,Beneprotein
229011,Jevity 1.5 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Jevity 1.5 (Full)
226020,Impact (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Impact (1/4)
226030,Nutren Renal (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Renal (3/4)
226059,Vivonex (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Vivonex (1/2)
227091,Ensure (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure (1/4)
228133,Isosource 1.5 (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Isosource 1.5 (2/3)
228359,Glucerna (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Glucerna (Full)
226878,Ensure Plus (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure Plus (3/4)
227973,NovaSource Renal (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,NovaSource Renal (1/2)
228364,Two Cal HN (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Two Cal HN (1/2)
226875,Ensure (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure (3/4)
228356,Glucerna (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Glucerna (1/2)
228360,Pulmocare (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Pulmocare (1/2)
229010,Jevity 1.2 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Jevity 1.2 (Full)
229013,Glucerna 1.2 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Glucerna 1.2 (Full)
226027,Impact with Fiber (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Impact with Fiber (1/2)
226040,ProBalance (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,ProBalance (1/4)
225931,Nutren 2.0 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren 2.0 (Full)
229009,Promote (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Promote (Full)
226019,Nutren 2.0 (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren 2.0 (1/2)
226881,Nutren Pulmonary (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Pulmonary (3/4)
226882,Nutren Pulmonary (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Pulmonary (1/2)
227977,Boost Glucose Control (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Boost Glucose Control (1/2)
228348,Nepro (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Nepro (1/2)
228363,Pulmocare (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Pulmocare (Full)
226046,Replete (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Replete (3/4)
228132,Isosource 1.5 (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Isosource 1.5 (1/4)
227374,Peptamen VHP (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen VHP (1/2)
229294,Ensure Clear (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure Clear (Full)
225935,Replete (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Replete (Full)
228366,Two Cal HN (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Two Cal HN (3/4)
228134,Isosource 1.5 (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Isosource 1.5 (3/4)
228353,Enlive (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Enlive (1/4)
226039,Peptamen 1.5 (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen 1.5 (1/2)
226041,ProBalance (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,ProBalance (2/3)
226042,ProBalance (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,ProBalance (3/4)
229014,Promote with Fiber (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Promote with Fiber (Full)
226024,Impact with Fiber (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Impact with Fiber (1/4)
228362,Pulmocare (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Pulmocare (3/4)
225934,Vivonex (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Vivonex (Full)
229295,Glucerna 1.5 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Glucerna 1.5 (Full)
225936,Replete with Fiber (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Replete with Fiber (Full)
226038,Peptamen 1.5 (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen 1.5 (3/4)
228135,Isosource 1.5 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Isosource 1.5 (Full)
226036,Peptamen 1.5 (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen 1.5 (1/4)
226876,Ensure (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure (1/2)
227972,NovaSource Renal (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,NovaSource Renal (1/4)
226044,Replete (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Replete (1/4)
221036,Nutren Renal (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Renal (Full)
226057,Vivonex (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Vivonex (2/3)
228131,Isosource 1.5 (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Isosource 1.5 (1/2)
225929,ProBalance (Full),inputevents,Nutrition - Enteral,mL,Solution,,,ProBalance (Full)
226049,Replete with Fiber (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Replete with Fiber (2/3)
227699,Fibersource HN (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Fibersource HN (1/4)
228383,Peptamen Bariatric (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen Bariatric (Full)
226880,Nutren Pulmonary (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Pulmonary (Full)
227975,NovaSource Renal (Full),inputevents,Nutrition - Enteral,mL,Solution,,,NovaSource Renal (Full)
226016,Nutren 2.0 (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren 2.0 (1/4)
226050,Replete with Fiber (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Replete with Fiber (3/4)
228361,Pulmocare (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Pulmocare (1/4)
221207,Impact (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Impact (Full)
228350,Nepro (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nepro (3/4)
227372,Peptamen VHP (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen VHP (2/3)
225937,Ensure (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure (Full)
227697,Fibersource HN (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Fibersource HN (2/3)
228354,Enlive (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Enlive (3/4)
226025,Impact with Fiber (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Impact with Fiber (2/3)
226051,Replete with Fiber (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Replete with Fiber (1/2)
226877,Ensure Plus (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure Plus (Full)
229012,Vital 1.5 (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Vital 1.5 (Full)
226037,Peptamen 1.5 (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen 1.5 (2/3)
227092,Ensure Plus (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Ensure Plus (1/4)
228358,Glucerna (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Glucerna (3/4)
226021,Impact (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Impact (2/3)
227373,Peptamen VHP (1/4),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen VHP (1/4)
227518,Nutren 2.0 (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren 2.0 (3/4)
226045,Replete (2/3),inputevents,Nutrition - Enteral,mL,Solution,,,Replete (2/3)
228367,Two Cal HN (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Two Cal HN (Full)
227371,Peptamen VHP (3/4),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen VHP (3/4)
227370,Peptamen VHP (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Peptamen VHP (Full)
226023,Impact (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Impact (1/2)
226031,Nutren Renal (1/2),inputevents,Nutrition - Enteral,mL,Solution,,,Nutren Renal (1/2)
228355,Enlive (Full),inputevents,Nutrition - Enteral,mL,Solution,,,Enlive (Full)
225947,Dextrose PN,inputevents,Nutrition - Parenteral,grams,Solution,,,Dextrose PN
225948,Amino Acids,inputevents,Nutrition - Parenteral,grams,Solution,,,Amino Acids
222190,Ranitidine,inputevents,Nutrition - Parenteral,mg,Solution,,,Ranitidine
225969,Lipids (additive),inputevents,Nutrition - Parenteral,grams,Solution,,,Lipids (additive)
225916,TPN w/ Lipids,inputevents,Nutrition - Parenteral,mL,Solution,,,TPN w/ Lipids
225917,TPN without Lipids,inputevents,Nutrition - Parenteral,mL,Solution,,,TPN without Lipids
225920,Peripheral Parenteral Nutrition,inputevents,Nutrition - Parenteral,mL,Solution,,,Peripheral Parenteral Nutrition
227090,Lipids 10%,inputevents,Nutrition - Parenteral,mL,Solution,,,Lipids 10%
225801,Lipids 20%,inputevents,Nutrition - Parenteral,mL,Solution,,,Lipids 20%
226369,OR Platelet Intake,inputevents,Blood Products/Colloids,mL,Solution,,,OR Platelet Intake
227070,PACU Packed RBC Intake,inputevents,Blood Products/Colloids,mL,Solution,,,PACU Packed RBC Intake
225914,Factor VIIa,inputevents,Blood Products/Colloids,mcg,Solution,,,Factor VIIa
226371,OR Cryoprecipitate Intake,inputevents,Blood Products/Colloids,mL,Solution,,,OR Cryoprecipitate Intake
220970,Fresh Frozen Plasma,inputevents,Blood Products/Colloids,mL,Solution,,,FFP
226376,PACU Colloid Intake,inputevents,Blood Products/Colloids,mL,Solution,,,PACU Colloid Intake
227532,Plasma Pheresis,inputevents,Blood Products/Colloids,mL,Solution,,,Plasma Pheresis
220862,Albumin 25%,inputevents,Blood Products/Colloids,mL,Solution,,,Albumin 25%
225173,Cell Saver,inputevents,Blood Products/Colloids,mL,Solution,,,Cell Saver
225795,Dextran 40,inputevents,Blood Products/Colloids,mL,Solution,,,Dextran 40
226370,OR Autologous Blood Intake,inputevents,Blood Products/Colloids,mL,Solution,,,OR Autologous Blood Intake
225915,Profilnine,inputevents,Blood Products/Colloids,units,Solution,,,Profilnine
225796,Dextran 70,inputevents,Blood Products/Colloids,mL,Solution,,,Dextran 70
220864,Albumin 5%,inputevents,Blood Products/Colloids,mL,Solution,,,Albumin 5%
225171,Cryoprecipitate,inputevents,Blood Products/Colloids,mL,Solution,,,Cryoprecipitate
225174,Hetastarch (Hespan) 6%,inputevents,Blood Products/Colloids,mL,Solution,,,Hetastarch (Hespan) 6%
226365,OR Colloid Intake,inputevents,Blood Products/Colloids,mL,Solution,,,OR Colloid Intake
226367,OR FFP Intake,inputevents,Blood Products/Colloids,mL,Solution,,,OR FFP Intake
225168,Packed Red Blood Cells,inputevents,Blood Products/Colloids,mL,Solution,,,PRBC's
225170,Platelets,inputevents,Blood Products/Colloids,mL,Solution,,,Platelets
226368,OR Packed RBC Intake,inputevents,Blood Products/Colloids,mL,Solution,,,OR Packed RBC Intake
229067,Granulocytes,inputevents,Blood Products/Colloids,mL,Solution,,,Granulocytes
227530,IV Immune Globulin (IVIG),inputevents,Blood Products/Colloids,mL,Solution,,,IVIG
227072,PACU FFP Intake,inputevents,Blood Products/Colloids,mL,Solution,,,PACU FFP Intake
221733,Factor VIII,inputevents,Blood Products/Colloids,International Units,Solution,,,Factor VIII
227071,PACU Platelet Intake,inputevents,Blood Products/Colloids,mL,Solution,,,PACU Platelet Intake
226372,OR Cell Saver Intake,inputevents,Blood Products/Colloids,mL,Solution,,,OR Cell Saver Intake
225926,Sodium ACEtate,inputevents,Nutrition - Supplements,mEq,Solution,,,Sodium ACEtate
226000,Chocolate Scandi Shake (mixed),inputevents,Nutrition - Supplements,mL,Solution,,,Chocolate Scandi Shake (mixed)
225922,Nephramine,inputevents,Nutrition - Supplements,mL,Solution,,,Nephramine
225993,Optisource,inputevents,Nutrition - Supplements,ounces,Solution,,,Optisource
225918,Aminosyn 3.5%,inputevents,Nutrition - Supplements,mL,Solution,,,Aminosyn 3.5%
229583,Beneprotein.,inputevents,Nutrition - Supplements,mL,Solution,,,Beneprotein.
229574,Fiber Supplement (i.e. Banana Flakes),inputevents,Nutrition - Supplements,mL,Solution,,,Fiber Supplement
226002,Vanilla Lactose Free Scandi Shake (mixed),inputevents,Nutrition - Supplements,mL,Solution,,,Vanilla Lactose Free Scandi Shake (mixed)
222139,Potassium ACEtate,inputevents,Nutrition - Supplements,mEq,Solution,,,Potassium ACEtate
225924,Hydrochloric Acid,inputevents,Nutrition - Supplements,mEq,Solution,,,Hydrochloric Acid
225923,Folate,inputevents,Nutrition - Supplements,mg,Solution,,,Folate
225994,Mighty Shake (Vanilla/Strawberry),inputevents,Nutrition - Supplements,mL,Solution,,,Mighty Shake (Vanilla/Strawberry)
225919,D5 Aminosyn 3.5%,inputevents,Nutrition - Supplements,mL,Solution,,,D5 Aminosyn 3.5%
225991,Resource Fruit Beverage,inputevents,Nutrition - Supplements,mL,Solution,,,Resource Fruit Beverage
225999,Vanilla Scandi Shake (mixed),inputevents,Nutrition - Supplements,mL,Solution,,,Vanilla Scandi Shake (mixed)
225925,Potassium Phosphate,inputevents,Nutrition - Supplements,mmol,Solution,,,Potassium Phosphate
225995,Mighty Shake (Chocolate),inputevents,Nutrition - Supplements,mL,Solution,,,Mighty Shake (Chocolate)
225996,Mighty Shake (no sugar added),inputevents,Nutrition - Supplements,mL,Solution,,,Mighty Shake (no sugar added)
225921,Hepatamine,inputevents,Nutrition - Supplements,mL,Solution,,,Hepatamine
221198,Fresubin Energy,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Fresubin Energy
