id,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,label,SHORTNAME
84379-7,Procedure note,Find,Pt,{Setting},Doc,Oral and maxillofacial surgery,DOC.ONTOLOGY,Oral and Maxillofacial Surgery procedure note,OMS Procedure note
84380-5,Postoperative evaluation and management note,Find,Pt,{Setting},Doc,Oral and maxillofacial surgery,DOC.ONTOLOGY,Oral and Maxillofacial Surgery Postoperative evaluation and management note,OMS Post-op E/M note
84381-3,Note,Find,Pt,Outpatient,Doc,Oral and maxillofacial surgery,DOC.ONTOLOGY,Oral and Maxillofacial Surgery Outpatient Note,OMS OP Note
84382-1,Admission evaluation note,Find,Pt,{Setting},Doc,Oral and maxillofacial surgery,DOC.ONTOLOGY,Oral and Maxillofacial Surgery Admission evaluation note,OMS Admit eval note
84383-9,Note,Find,Pt,Telephone encounter,Doc,Optometry,DOC.ONTOLOGY,Optometry Telephone encounter Note,Optometry Phone Note
8438-4,Intravascular systolic,Pres,Pt,Inferior mesenteric artery,Qn,,BP.CENT.MOLEC,Inferior mesenteric artery Systolic blood pressure,IM a BP sys
84387-0,Admission evaluation note,Find,Pt,Observation unit,Doc,{Role},DOC.ONTOLOGY,Observation unit Admission evaluation note,Obs Unit Admit eval note
84388-8,Admission evaluation note,Find,Pt,{Setting},Doc,Occupational medicine,DOC.ONTOLOGY,Occupational medicine Admission evaluation note,Occup med Admit eval note
84389-6,Note,Find,Pt,{Setting},Doc,Occupational medicine.nurse,DOC.ONTOLOGY,Occupational medicine Nurse Note,Occup med Nurse Note
84390-4,Note,Find,Pt,Outpatient,Doc,Occupational medicine,DOC.ONTOLOGY,Occupational medicine Outpatient Note,Occup med OP Note
84391-2,Procedure note,Find,Pt,{Setting},Doc,Occupational medicine,DOC.ONTOLOGY,Occupational medicine procedure note,Occup med Procedure note
8439-2,Intravascular systolic,Pres,Pt,Superior mesenteric artery,Qn,,BP.CENT.MOLEC,Superior mesenteric artery Systolic blood pressure,SM a BP sys
84392-0,Note,Find,Pt,Telephone encounter,Doc,Occupational medicine,DOC.ONTOLOGY,Occupational medicine Telephone encounter Note,Occup med Phone Note
84393-8,Discharge summary note,Find,Pt,{Setting},Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Discharge summary,OT Discharge sum
84394-6,Consultation note,Find,Pt,Patient's home,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Patient's home Consult note,OT Pt's home Consult note
84395-3,Initial evaluation note,Find,Pt,Patient's home,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Patient's home Initial evaluation note,OT Pt's home Initial eval note
84396-1,Note,Find,Pt,Patient's home,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Patient's home Note,OT Pt's home Note
84397-9,Note,Find,Pt,Hospital,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Hospital Note,OT Hosp Note
84398-7,Consultation note,Find,Pt,Long term care facility,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Long term care facility Consult note,OT LTC fac Consult note
84399-5,Note,Find,Pt,Long term care facility,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Long term care facility Note,OT LTC fac Note
8440-0,Intravascular systolic,Pres,Pt,Pulmonary artery,Qn,,BP.CENT.MOLEC,Pulmonary artery Systolic blood pressure,PA BP sys
84400-1,Note,Find,Pt,Outpatient,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Outpatient Note,OT OP Note
84401-9,Risk assessment and screening note,Find,Pt,{Setting},Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Risk assessment and screening note,OT Risk assess+scrn note
84402-7,Note,Find,Pt,Telephone encounter,Doc,Occupational therapy,DOC.ONTOLOGY,Occupational therapy Telephone encounter Note,OT Phone Note
84403-5,Note,Find,Pt,{Setting},Doc,Multi-specialty program.case manager,DOC.ONTOLOGY,Multi-specialty program Case manager Note,Multi-spec prog Case mgr Note
84404-3,Note,Find,Pt,Telephone encounter,Doc,Multi-specialty program,DOC.ONTOLOGY,Multi-specialty program Telephone encounter Note,Multi-spec prog Phone Note
84405-0,Admission evaluation note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,Ophthalmology Admission evaluation note,Ophthalmol Admit eval note
84406-8,Diagram,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,Ophthalmology Diagram,Ophthalmol Diagram
84407-6,Note,Find,Pt,Hospital,Doc,Ophthalmology,DOC.ONTOLOGY,Ophthalmology Hospital Note,Ophthalmol Hosp Note
84408-4,Procedure note,Find,Pt,Outpatient,Doc,Ophthalmology,DOC.ONTOLOGY,Ophthalmology Outpatient procedure note,Ophthalmol OP Procedure note
84409-2,Note,Find,Pt,{Setting},Doc,Ophthalmology.technician,DOC.ONTOLOGY,Ophthalmology Technician Note,Ophthal Tech Note
84410-0,Note,Find,Pt,Telephone encounter,Doc,Ophthalmology,DOC.ONTOLOGY,Ophthalmology Telephone encounter Note,Ophthalmol Phone Note
84411-8,Note,Find,Pt,Outpatient,Doc,Optometry,DOC.ONTOLOGY,Optometry Outpatient Note,Optometry OP Note
84412-6,Risk assessment and screening note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,Ophthalmology Risk assessment and screening note,Ophthalmol Risk assess+scrn note
84415-9,2-minute Walk Endurance Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.MOTOR,2-minute Walk Endurance Test - scale score fully adjusted [NIH Toolbox],2 min walk test score full adj NIH
84416-7,Grip Strength Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,Hand.dominant,Qn,NIH Toolbox,NIH.MOTOR,Grip Strength Test - scale score fully adjusted Hand.dominant [NIH Toolbox],Grip scale score full adj Hand.dom NIH
84417-5,Grip Strength Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,Hand.non-dominant,Qn,NIH Toolbox,NIH.MOTOR,Grip Strength Test - scale score fully adjusted Hand.non-dominant [NIH Toolbox],Grip scale scr full adj Hand.non-dom NIH
8441-8,Intravascular systolic,Pres,Pt,Pulmonary artery.left,Qn,,BP.CENT.MOLEC,Left pulmonary artery Systolic blood pressure,PA-L BP sys
84418-3,Grip Strength Test - unadjusted scale score,Score,Pt,Hand.dominant,Qn,NIH Toolbox,NIH.MOTOR,Grip Strength Test - unadjusted scale score Hand.dominant [NIH Toolbox],Grip unadj score Hand.dom NIH
84419-1,Grip Strength Test - national percentile,Prctl,Pt,Hand.dominant,Qn,NIH Toolbox,NIH.MOTOR,Grip Strength Test - national percentile Hand.dominant [NIH Toolbox],Grip national prctl Hand.dom NIH
84420-9,2-minute Walk Endurance Test - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.MOTOR,2-minute Walk Endurance Test - national percentile [NIH Toolbox],2 min walk national prctl NIH
84421-7,Standing Balance Test - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.MOTOR,Standing Balance Test - unadjusted scale score [NIH Toolbox],Balance unadj score NIH
84422-5,Standing Balance Test - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.MOTOR,Standing Balance Test - scale score age adjusted [NIH Toolbox],Balance score age-adj NIH
84423-3,Standing Balance Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.MOTOR,Standing Balance Test - scale score fully adjusted [NIH Toolbox],Balance score full adj NIH
84424-1,Standing Balance Test - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.MOTOR,Standing Balance Test - national percentile [NIH Toolbox],Standing balance national prctl NIH
84425-8,9-Hole Pegboard Dexterity - scale score^^adjusted for age,Score,Pt,Hand.non-dominant,Qn,NIH Toolbox,NIH.MOTOR,9-Hole Pegboard Dexterity - scale score age adjusted Hand.non-dominant [NIH Toolbox],Pegboard age-adj Hand.non-dom NIH
8442-6,Intravascular systolic,Pres,Pt,Pulmonary artery.right,Qn,,BP.CENT.MOLEC,Right pulmonary artery Systolic blood pressure,PA-R BP sys
84426-6,9-Hole Pegboard Dexterity - scale score^^adjusted for age,Score,Pt,Hand.dominant,Qn,NIH Toolbox,NIH.MOTOR,9-Hole Pegboard Dexterity - scale score age adjusted Hand.dominant [NIH Toolbox],Pegboard age-adj Hand.dom NIH
84427-4,9-Hole Pegboard Dexterity - unadjusted scale score,Score,Pt,Hand.dominant,Qn,NIH Toolbox,NIH.MOTOR,9-Hole Pegboard Dexterity - unadjusted scale score Hand.dominant [NIH Toolbox],9 hold peg unadj score Hand.dom NIH
84428-2,National EMS Information System - version 3 set,-,Pt,{Setting},-,,PANEL.NEMSIS,National EMS Information System - version 3 set,NEMSIS v3 set
84429-0,Level 3 emergency medical services patient care report - recommended CDA R1 & R2 set,-,Pt,{Setting},-,,PANEL.DOC,Level 3 emergency medical services patient care report - recommended CDA R1 and R2 set,L3 EMS Pt Care Rpt CDA R1+R2 set
84430-8,Note,Find,Pt,{Setting},Doc,Occupational therapy.interdisciplinary,DOC.ONTOLOGY,Occupational therapy Interdisciplinary Note,OT Interdiscip Note
84431-6,Note,Find,Pt,{Setting},Doc,Optometry.technician,DOC.ONTOLOGY,Optometry Technician Note,Optometry Tech Note
84432-4,Dimensional Change Card Sort Test,-,Pt,^Patient,-,NIH Toolbox,PANEL.NIH.COGNITIVE,Dimensional Change Card Sort Test [NIH Toolbox],DCCS NIH
84433-2,Flanker Inhibitory Control and Attention Test,-,Pt,^Patient,-,NIH Toolbox,PANEL.NIH.COGNITIVE,Flanker Inhibitory Control and Attention Test [NIH Toolbox],Flanker Attention Test NIH
8443-4,Intravascular systolic,Pres,Pt,Renal artery.left,Qn,,BP.CENT.MOLEC,Renal artery - left Systolic blood pressure,Renal a-L BP sys
84434-0,List Sorting Working Memory Test,-,Pt,^Patient,-,NIH Toolbox,PANEL.NIH.COGNITIVE,List Sorting Working Memory Test [NIH Toolbox],List Sorting Working Memory Test NIH
84435-7,Oral Reading Recognition Test,-,Pt,^Patient,-,NIH Toolbox,PANEL.NIH.COGNITIVE,Oral Reading Recognition Test [NIH Toolbox],Oral reading NIH
84436-5,Pattern Comparison Processing Speed Test,-,Pt,^Patient,-,NIH Toolbox,PANEL.NIH.COGNITIVE,Pattern Comparison Processing Speed Test [NIH Toolbox],Pattern comparison NIH
84437-3,Picture Sequence Memory Test,-,Pt,^Patient,-,NIH Toolbox,PANEL.NIH.COGNITIVE,Picture Sequence Memory Test [NIH Toolbox],Picture Sequence Memory Test NIH
84438-1,Picture Vocabulary Test - English,-,Pt,^Patient,-,NIH Toolbox,PANEL.NIH.COGNITIVE,Picture Vocabulary Test - English [NIH Toolbox],PVT NIH
84439-9,Picture Sequence Memory Test - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Sequence Memory Test - national percentile [NIH Toolbox],Picture memory national prctl NIH
84440-7,Picture Sequence Memory Test - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Sequence Memory Test - scale score age adjusted [NIH Toolbox],Picture memory score age-adj NIH
84441-5,Picture Sequence Memory Test - computed score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Sequence Memory Test - computed score [NIH Toolbox],Picture memory - computed score NIH
8444-2,Intravascular systolic,Pres,Pt,Renal artery.right,Qn,,BP.CENT.MOLEC,Renal artery - right Systolic blood pressure,Renal a-R BP sys
84442-3,Picture Sequence Memory Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Sequence Memory Test - scale score fully adjusted [NIH Toolbox],Picture memory score full adj NIH
84443-1,Picture Sequence Memory Test - raw score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Sequence Memory Test - raw score [NIH Toolbox],Picture memory - raw score NIH
84444-9,Picture Sequence Memory Test - theta score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Sequence Memory Test - theta score [NIH Toolbox],Picture memory - theta score NIH
84445-6,Picture Sequence Memory Test - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Sequence Memory Test - unadjusted scale score [NIH Toolbox],Picture memory - unadj score NIH
84446-4,Picture Vocabulary Test - English - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Vocabulary Test - English - national percentile [NIH Toolbox],PVT national prctl NIH
84447-2,Picture Vocabulary Test - English - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Vocabulary Test - English - scale score age adjusted [NIH Toolbox],PVT score age-adj NIH
84448-0,Picture Vocabulary Test - English - computed score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Vocabulary Test - English - computed score [NIH Toolbox],PVT - computed score NIH
84449-8,Picture Vocabulary Test - English - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Vocabulary Test - English - scale score fully adjusted [NIH Toolbox],PVT score full adj NIH
84450-6,Picture Vocabulary Test - English - theta score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Vocabulary Test - English - theta score [NIH Toolbox],PVT - theta score NIH
84451-4,Picture Vocabulary Test - English - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Picture Vocabulary Test - English - unadjusted scale score [NIH Toolbox],PVT - unadj score NIH
84452-2,Dimensional Change Card Sort Test - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Dimensional Change Card Sort Test - national percentile [NIH Toolbox],DCCS national prctl NIH
84453-0,Dimensional Change Card Sort Test - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Dimensional Change Card Sort Test - scale score age adjusted [NIH Toolbox],DCCS score age-adj NIH
84454-8,Dimensional Change Card Sort Test - computed score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Dimensional Change Card Sort Test - computed score [NIH Toolbox],DCCS - computed score NIH
84455-5,Dimensional Change Card Sort Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Dimensional Change Card Sort Test - scale score fully adjusted [NIH Toolbox],DCCS score full adj NIH
84456-3,Dimensional Change Card Sort Test - raw score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Dimensional Change Card Sort Test - raw score [NIH Toolbox],DCCS - raw score NIH
84457-1,Dimensional Change Card Sort Test - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Dimensional Change Card Sort Test - unadjusted scale score [NIH Toolbox],DCCS - unadj score NIH
84458-9,Able to point to the letter b,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Able to point to the letter b [NIH Toolbox],Point to b NIH
8445-9,Intravascular systolic,Pres,Pt,Splenic artery,Qn,,BP.CENT.MOLEC,Splenic artery Systolic blood pressure,Splenic a BP sys
84459-7,Able to point to the letter e,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Able to point to the letter e [NIH Toolbox],Point to e NIH
84460-5,Able to point to the letter D,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Able to point to the letter D [NIH Toolbox],Point to D NIH
84461-3,Able to point to the letter S,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Able to point to the letter S [NIH Toolbox],Point to S NIH
84462-1,Can pronounce potable,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce potable [NIH Toolbox],Pronounce potable NIH
84463-9,Flanker Inhibitory Control and Attention Test - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Flanker Inhibitory Control and Attention Test - national percentile [NIH Toolbox],Flanker national prctl NIH
84464-7,Flanker Inhibitory Control and Attention Test - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Flanker Inhibitory Control and Attention Test - scale score age adjusted [NIH Toolbox],Flanker score age-adj NIH
84465-4,Flanker Inhibitory Control and Attention Test - computed score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Flanker Inhibitory Control and Attention Test - computed score [NIH Toolbox],Flanker - computed score NIH
84466-2,Flanker Inhibitory Control and Attention Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Flanker Inhibitory Control and Attention Test - scale score fully adjusted [NIH Toolbox],Flanker score full adj NIH
8446-7,Intravascular diastolic^expiration,Pres,Pt,Arterial system,Qn,,BP.MOLEC,Diastolic blood pressure--expiration,BP dias--exp
84467-0,Flanker Inhibitory Control and Attention Test - raw score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Flanker Inhibitory Control and Attention Test - raw score [NIH Toolbox],Flanker - raw score NIH
84468-8,Flanker Inhibitory Control and Attention Test - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Flanker Inhibitory Control and Attention Test - unadjusted scale score [NIH Toolbox],Flanker - unadj score NIH
84469-6,Can pronounce ballistics,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce ballistics [NIH Toolbox],Pronounce ballistics NIH
84470-4,Can pronounce nihilism,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce nihilism [NIH Toolbox],Pronounce nihilism NIH
84471-2,List Sorting Working Memory Test - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,List Sorting Working Memory Test - national percentile [NIH Toolbox],List sorting national prctl NIH
84472-0,List Sorting Working Memory Test - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,List Sorting Working Memory Test - scale score age adjusted [NIH Toolbox],List sorting score age-adj NIH
84473-8,List Sorting Working Memory Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,List Sorting Working Memory Test - scale score fully adjusted [NIH Toolbox],List sorting score full adj NIH
84474-6,List Sorting Working Memory Test - raw score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,List Sorting Working Memory Test - raw score [NIH Toolbox],List sorting - raw score NIH
8447-5,Intravascular diastolic^inspiration,Pres,Pt,Arterial system,Qn,,BP.MOLEC,Diastolic blood pressure--inspiration,BP dias--insp
84475-3,List Sorting Working Memory Test - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,List Sorting Working Memory Test - unadjusted scale score [NIH Toolbox],List sorting - unadj score NIH
84476-1,Oral Reading Recognition Test - English - national percentile,Prctl,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Oral Reading Recognition Test - English - national percentile [NIH Toolbox],Oral reading national prctl NIH
84477-9,Oral Reading Recognition Test - English - computed score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Oral Reading Recognition Test - English - computed score [NIH Toolbox],Oral reading - computed score NIH
84478-7,Oral Reading Recognition Test - English - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Oral Reading Recognition Test - English - scale score fully adjusted [NIH Toolbox],Oral reading score full adj NIH
84479-5,Oral Reading Recognition Test - English - theta score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Oral Reading Recognition Test - English - theta score [NIH Toolbox],Oral reading - theta score NIH
84480-3,Oral Reading Recognition Test - English - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Oral Reading Recognition Test - English - scale score age adjusted [NIH Toolbox],Oral reading score age-adj NIH
84481-1,Oral Reading Recognition Test - English - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Oral Reading Recognition Test - English - unadjusted scale score [NIH Toolbox],Oral reading - unadj score NIH
84482-9,Can pronounce pat,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce pat [NIH Toolbox],Pronounce pat NIH
8448-3,Intravascular mean^expiration,Pres,Pt,Arterial system,Qn,,BP.MOLEC,Mean blood pressure--expiration,BP mean--exp
84483-7,Pattern Comparison Processing Speed Test - national percentile,Prctl,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Pattern Comparison Processing Speed Test - national percentile [NIH Toolbox],Pattern comparison national prctl NIH
84484-5,Pattern Comparison Processing Speed Test - scale score^^adjusted for age,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Pattern Comparison Processing Speed Test - scale score age adjusted [NIH Toolbox],Pattern comparison score age-adj NIH
84485-2,Pattern Comparison Processing Speed Test - scale score^^adjusted for age+sex+race+ethnicity+educational attainment,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Pattern Comparison Processing Speed Test - scale score fully adjusted [NIH Toolbox],Pattern comparison score full adj NIH
84486-0,Pattern Comparison Processing Speed Test - raw score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Pattern Comparison Processing Speed Test - raw score [NIH Toolbox],Pattern comparison - raw score NIH
84487-8,Pattern Comparison Processing Speed Test - unadjusted scale score,Score,Pt,^Patient,Qn,NIH Toolbox,NIH.COGNITIVE,Pattern Comparison Processing Speed Test - unadjusted scale score [NIH Toolbox],Pattern comparison - unadj score NIH
84488-6,Can pronounce abate,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce abate [NIH Toolbox],Pronounce abate NIH
84489-4,Can pronounce ablation,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce ablation [NIH Toolbox],Pronounce ablation NIH
84490-2,Can pronounce about,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce about [NIH Toolbox],Pronounce about NIH
8449-1,Intravascular mean^inspiration,Pres,Pt,Arterial system,Qn,,BP.MOLEC,Mean blood pressure--inspiration,BP mean--insp
84491-0,Can pronounce abstemiously,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce abstemiously [NIH Toolbox],Pronounce abstemiously NIH
84492-8,Can pronounce abysm,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce abysm [NIH Toolbox],Pronounce abysm NIH
84493-6,Can pronounce amicability,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce amicability [NIH Toolbox],Pronounce amicability NIH
84494-4,Can pronounce bad,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce bad [NIH Toolbox],Pronounce bad NIH
84495-1,Can pronounce band,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce band [NIH Toolbox],Pronounce band NIH
84496-9,Can pronounce bank,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce bank [NIH Toolbox],Pronounce bank NIH
84497-7,Can pronounce be,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce be [NIH Toolbox],Pronounce be NIH
84498-5,Can pronounce beau,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce beau [NIH Toolbox],Pronounce beau NIH
84499-3,Can pronounce beguile,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce beguile [NIH Toolbox],Pronounce beguile NIH
84500-8,Can pronounce belie,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce belie [NIH Toolbox],Pronounce belie NIH
84501-6,Can pronounce belligerent,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce belligerent [NIH Toolbox],Pronounce belligerent NIH
84502-4,Can pronounce bet,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce bet [NIH Toolbox],Pronounce bet NIH
84503-2,Can pronounce biscuit,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce biscuit [NIH Toolbox],Pronounce biscuit NIH
84504-0,Can pronounce both,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce both [NIH Toolbox],Pronounce both NIH
84505-7,Can pronounce box,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce box [NIH Toolbox],Pronounce box NIH
84506-5,Can pronounce brobdingnagian,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce brobdingnagian [NIH Toolbox],Pronounce brobdingnagian NIH
84507-3,Can pronounce bucolic,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce bucolic [NIH Toolbox],Pronounce bucolic NIH
84508-1,Can pronounce bureau,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce bureau [NIH Toolbox],Pronounce bureau NIH
8450-9,Intravascular systolic^expiration,Pres,Pt,Arterial system,Qn,,BP.MOLEC,Systolic blood pressure--expiration,BP sys--exp
84509-9,Can pronounce cucurbitaceous,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce cucurbitaceous [NIH Toolbox],Pronounce cucurbitaceous NIH
84510-7,Can pronounce debauchery,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce debauchery [NIH Toolbox],Pronounce debauchery NIH
84511-5,Can pronounce dissolubility,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce dissolubility [NIH Toolbox],Pronounce dissolubility NIH
84512-3,Can pronounce exacerbating,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce exacerbating [NIH Toolbox],Pronounce exacerbating NIH
84513-1,Can pronounce hyperbole,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce hyperbole [NIH Toolbox],Pronounce hyperbole NIH
84514-9,Can pronounce imbroglio,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce imbroglio [NIH Toolbox],Pronounce imbroglio NIH
84515-6,Can pronounce incorrigible,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce incorrigible [NIH Toolbox],Pronounce incorrigible NIH
84516-4,Can pronounce indebted,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce indebted [NIH Toolbox],Pronounce indebted NIH
8451-7,Intravascular systolic^inspiration,Pres,Pt,Arterial system,Qn,,BP.MOLEC,Systolic blood pressure--inspiration,BP sys--insp
84517-2,Can pronounce irrevocability,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce irrevocability [NIH Toolbox],Pronounce irrevocability NIH
84518-0,Can pronounce libel,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce libel [NIH Toolbox],Pronounce libel NIH
84519-8,Can pronounce lugubriousness,Find,Pt,^Patient,Ord,NIH Toolbox,NIH.COGNITIVE,Can pronounce lugubriousness [NIH Toolbox],Pronounce lugubriousness NIH
